time,34,Rajendra_nagar2,Rajendra_nagar1,Bademakan,Kesare,Rajiv_nagar_II,Veeranageeri,NR_mohalla2,NR_mohalla1,Rajiv_nagar_I,Tippu_park
20,19.14761,23.117607,19.00647,25.887686,20.806208,18.807611,21.943415,23.386112,21.157669,21.093517,19.273932
