Time,916,918,919,917,1674,1675,1854,2215,2225,2232,2243,2261,2319,2327,2335,2343,2351,
0,50.041130,49.953346,50.247543,50.027386,50.066692,50.211113,50.008854,50.750999,48.979748,50.181866,49.070393,49.136494,50.209225,49.069073,49.749535,50.114517,49.928802,
1,57.599674,54.244064,56.917900,57.432056,51.568939,52.994076,52.641415,56.765247,55.144505,56.094364,55.548710,56.931339,56.084377,54.715748,52.057163,54.183964,58.448151,
2,66.163231,60.330975,64.897636,66.623405,53.231026,55.777039,53.539677,62.779495,61.309254,62.006859,62.027023,64.726189,61.959526,60.362411,54.364803,58.253414,66.967506,
3,74.093430,65.285919,72.052177,74.688759,54.792389,58.560024,55.640995,68.793777,67.474037,67.919357,68.505379,72.521027,67.834679,66.009087,56.672428,62.322903,75.486893,
4,82.974503,71.940308,80.445580,84.444565,56.504978,61.342983,56.226913,74.808022,73.638794,73.831848,74.983696,80.315880,73.709816,71.655754,58.980064,66.392349,84.006248,
5,89.326958,76.249207,86.263634,91.085411,57.700470,63.407429,57.475437,79.273659,78.225014,78.257416,79.850639,86.201767,78.115257,75.908127,60.736675,68.234734,90.419914,
6,89.489151,76.016129,86.174225,90.863213,57.566639,63.316605,57.359657,79.093361,78.075081,78.223228,79.884033,86.360184,78.112030,75.976982,60.840000,70.251617,90.515724,
7,77.640999,68.759445,76.637093,79.745186,55.265865,59.633404,56.302258,71.170052,70.031616,70.755424,71.861336,76.972908,70.760994,69.073151,58.188000,65.318657,80.081856,
8,61.706463,58.659733,62.863861,63.844982,51.941177,54.154026,54.786301,59.375023,58.041401,59.570984,59.810783,62.812954,59.735832,58.683121,54.158302,50.809658,64.383339,
9,45.771938,48.560020,49.090633,47.944778,48.616497,48.674648,53.270344,47.579983,46.051178,48.386543,47.760239,48.652996,48.710674,48.293079,50.128605,36.300659,48.684814,
10,36.223549,41.841919,39.946129,37.362484,46.363647,44.991447,51.844753,39.656677,38.007713,40.918739,39.737541,39.265728,41.359638,41.389248,47.476593,27.358902,38.250950,
11,36.595966,41.984581,40.130665,37.514107,46.263252,44.900600,51.338478,39.476349,37.857754,40.884556,39.770889,39.424145,41.356434,41.458111,47.579929,29.551630,38.346722,
12,36.968380,42.127243,40.315208,37.665726,46.162861,44.809753,49.865700,39.296017,37.707794,40.850365,39.804230,39.582558,41.353222,41.526978,47.683262,37.384586,38.442490,
13,39.368088,43.719425,42.421856,40.040955,46.499840,45.437290,50.263031,40.664368,39.136658,42.302765,41.449028,41.650230,42.819481,42.990147,48.337685,36.836853,40.644371,
14,41.767792,45.311607,44.528503,42.416180,46.836819,46.064831,50.660362,42.032715,40.565521,43.755161,43.093830,43.717907,44.285740,44.453316,48.992107,36.289112,42.846245,
15,42.140205,45.454269,44.713043,42.567802,46.736423,45.973988,50.229610,41.852386,40.415562,43.720974,43.127174,43.876324,44.282536,44.522182,49.095444,38.041145,42.942017,
16,46.979904,49.233566,49.279316,47.900089,47.576378,47.320065,50.267540,44.769379,43.422989,46.659954,46.383045,47.852951,47.218521,47.379948,50.300953,38.921547,47.249619,
17,49.356106,50.783741,51.355389,50.233589,47.909615,47.947605,50.066078,46.137730,44.851852,48.112350,48.027847,49.920628,48.684818,48.843117,50.955368,42.370251,49.451500,
18,49.680588,50.840744,51.477478,50.299992,47.801601,47.856785,49.804867,45.957432,44.701923,48.078163,48.061237,50.079044,48.681629,48.911980,51.058689,43.592194,49.547314,
19,44.869614,47.154484,46.706974,44.688408,46.589531,45.969757,49.392544,41.905613,40.605206,44.327343,44.066730,45.464767,45.004509,45.494354,49.784321,39.246853,44.378437,
20,37.378616,42.740459,41.405937,38.352909,45.312695,44.082729,50.252750,37.853794,36.508495,40.576523,40.072224,40.850491,41.327385,42.076729,48.509956,34.901508,39.209560,
21,37.536148,42.499069,41.310516,38.122509,45.178127,43.991882,50.274075,37.673470,36.358536,40.542336,40.105572,41.008907,41.324181,42.145596,48.613293,36.123409,39.305332,
22,39.781029,43.814541,43.215492,40.222546,45.490482,44.619427,51.096329,39.041817,37.787399,41.994732,41.750370,43.076580,42.790478,43.608761,49.267700,35.309128,41.507214,
23,44.374870,47.154446,47.461460,45.117760,46.291332,45.965504,51.309017,41.958805,40.794827,44.933712,45.006241,47.053211,45.726463,46.466526,50.473206,36.721603,45.814816,
24,50.856304,51.693840,53.447586,51.987949,47.507332,48.029922,52.142792,46.424416,45.381016,49.359276,49.873146,52.939098,50.131908,50.718895,52.229813,40.360779,52.228439,
