Time,80,78,76,74,72,70,68,66,65,40,35,3,
0,1.223304,19.658922,9.896164,38.593079,56.555466,33.995388,47.837547,16.281242,14.348812,37.501225,31.634880,143.690201,
1,1.223304,19.658922,9.896164,38.593079,56.555466,33.995388,47.837547,16.281242,14.348812,37.501225,31.634880,153.698883,
2,1.223304,19.658922,9.896164,38.593079,56.555466,33.995388,47.837547,16.281242,14.348812,37.501225,31.634880,153.698883,
3,1.223304,19.658922,9.896164,38.593079,56.555466,33.995388,47.837547,16.281242,14.348812,37.501225,31.634880,153.698883,
4,1.223304,19.658922,9.896164,43.367638,62.280098,33.995388,47.837547,14.621258,14.348812,37.501225,28.370152,146.168503,
5,1.223304,29.079666,14.399838,56.959183,79.818336,33.995388,39.417957,8.286869,14.348812,37.501225,19.572998,153.698883,
6,1.223304,39.641418,20.887035,80.945953,111.528740,33.995388,26.841373,1.374088,14.348812,37.501225,1.343732,180.971786,
7,1.223304,42.854824,22.366087,89.307686,120.434738,33.995388,23.669973,1.374088,14.348812,37.501225,1.343732,194.606049,
8,1.223304,42.854824,22.366087,89.307686,120.434738,33.995388,23.669973,1.374088,14.348812,37.501225,1.343732,194.606049,
9,1.223304,39.052406,18.882017,76.759651,110.610382,33.995388,27.460529,1.374088,14.348812,37.501225,4.876551,177.185501,
10,1.223304,39.052406,16.688976,65.080727,79.818336,33.995388,39.417957,7.498653,14.348812,37.501225,15.944410,153.698883,
11,1.223304,29.079666,14.399838,53.171066,79.818336,33.995388,39.417957,10.861064,14.348812,37.501225,19.572998,153.698883,
12,1.223304,29.079666,13.411343,53.171066,75.728386,33.995388,39.417957,10.861064,14.348812,37.501225,22.376001,129.096909,
13,1.223304,29.079666,13.411343,53.171066,75.728386,33.995388,42.796654,10.861064,14.348812,37.501225,22.376001,129.096909,
14,1.223304,29.079666,13.411343,53.171066,75.728386,33.995388,42.796654,10.861064,14.348812,37.501225,22.376001,129.096909,
15,1.223304,29.079666,13.411343,53.171066,73.115700,33.995388,39.417957,10.861064,14.348812,37.501225,22.376001,129.096909,
16,1.223304,29.079666,13.411343,53.171066,73.115700,33.995388,39.417957,10.861064,14.348812,37.501225,22.376001,153.698883,
17,1.223304,29.079666,14.399838,56.959183,79.818336,33.995388,39.417957,8.833294,14.348812,37.501225,19.572998,153.698883,
18,1.223304,31.636263,16.711012,66.894081,92.693665,33.995388,35.938587,8.833294,14.348812,37.501225,13.390514,153.698883,
19,1.223304,31.636263,16.711012,66.894081,92.693665,33.995388,35.938587,8.833294,14.348812,37.501225,13.390514,153.698883,
20,1.223304,29.079666,14.399838,56.959183,79.818336,33.995388,39.417957,8.833294,14.348812,37.501225,19.572998,153.698883,
21,1.223304,25.757929,13.265831,56.959183,72.818214,33.995388,39.417957,11.845253,14.348812,37.501225,22.475368,153.698883,
22,1.223304,24.075941,12.162861,45.061523,70.042969,33.995388,44.981781,11.845253,14.348812,37.501225,25.810114,147.562164,
23,1.223304,22.084970,11.077234,45.061523,64.628006,33.995388,44.981781,11.845253,14.348812,37.501225,25.810114,147.562164,
