time,34,Rajendra_nagar2,Rajendra_nagar1,Bademakan,Kesare,Rajiv_nagar_II,Veeranageeri,NR_mohalla2,NR_mohalla1,Rajiv_nagar_I,Tippu_park
20,17.3329, 15.6488, 34.2564, 31.1857, 20.0452, 38.4974, 49.8924, 8.7097, 25.6574, 48.3066, 39.7726
