time,34,Rajendra_nagar2,Rajendra_nagar1,Bademakan,Kesare,Rajiv_nagar_II,Veeranageeri,NR_mohalla2,NR_mohalla1,Rajiv_nagar_I,Tippu_park
20,8.7885,11.9258,32.2518,7.9975,3.4026,10.5593,20.7468,30.9524,35.8481,34.0988,15.3003
