time,34,Rajendra_nagar2,Rajendra_nagar1,Bademakan,Kesare,Rajiv_nagar_II,Veeranageeri,NR_mohalla2,NR_mohalla1,Rajiv_nagar_I,Tippu_park
20,17.3329,10.6488,20.2564,19.1857,11.0452,22.0974,20.5924,7.7097,20.6574,40.3066,16.7726
