time,34,Rajendra_nagar2,Rajendra_nagar1,Bademakan,Kesare,Rajiv_nagar_II,Veeranageeri,NR_mohalla2,NR_mohalla1,Rajiv_nagar_I,Tippu_park
21,9.7885,34.9258,39.2518,24.9975,2.4026,12.5593,47.7468,43.9524,46.8481,45.0988,34.3003
