Time,80,78,76,74,72,70,68,66,65,40,35,3,
21,0.328577,26.802074,13.130608,51.913673,77.037872,35.231804,45.082760,10.362055,14.932674,37.274124,22.918446,129.056519,
22,0.328577,26.802074,13.130608,51.913673,77.037872,35.231804,45.082760,10.362055,14.932674,34.542561,22.918446,129.056519,
23,0.328577,24.659477,13.130608,51.913673,71.932549,33.361465,41.499123,10.362055,14.932674,34.542561,22.918446,121.677780,
