Time,916,918,919,917,1674,1675,1854,2215,2225,2232,2243,2261,2319,2327,2335,2343,2351,
0,39.982185,39.975037,39.953915,39.967754,40.001331,39.998234,39.989441,39.968330,40.012230,39.932472,39.969963,39.984848,39.974407,40.049309,39.986938,39.877094,39.971630,
1,47.486797,44.517746,46.794201,47.649662,41.606857,42.875156,39.912281,46.211563,46.349831,45.913788,46.428345,47.682365,45.885414,45.655029,42.191139,48.838791,48.527840,
2,54.991409,49.060452,53.634483,55.331573,43.212387,45.752075,39.835121,52.454792,52.687435,51.895103,52.886723,55.379890,51.796417,51.260750,44.395336,57.800488,57.084053,
3,62.496017,53.603157,60.474766,63.013477,44.817917,48.628998,39.757965,58.698021,59.025036,57.876427,59.345097,63.077412,57.707424,56.866474,46.599537,66.762184,65.640266,
4,70.000633,58.145866,67.315048,70.695381,46.423450,51.505920,39.680805,64.941254,65.362633,63.857746,65.803474,70.774925,63.618431,62.472195,48.803741,75.723877,74.196480,
5,75.652786,61.551502,72.460945,76.464424,47.619415,53.664299,39.603645,69.635841,70.121681,68.352127,70.650444,76.563492,68.059738,66.683609,50.456909,82.458466,80.646965,
6,75.747139,61.545582,72.523422,76.494858,47.586658,53.667404,39.526485,69.684494,70.144569,68.386757,70.663857,76.624580,68.092392,66.711533,50.456806,82.512779,80.779610,
7,66.578377,55.854328,64.113701,66.960594,45.506046,50.078163,39.449326,61.990177,62.273945,60.987778,62.621223,67.139992,60.777225,59.766750,47.701370,71.432625,70.382599,
8,52.778248,47.320049,51.467892,52.644154,42.401524,44.692745,39.372166,50.424118,50.456573,49.872154,50.550739,52.882713,49.787933,49.335762,43.568237,54.785221,54.720943,
9,38.978127,38.785770,38.822071,38.327713,39.297001,39.307323,39.295010,38.858067,38.639206,38.756535,38.480255,38.625427,38.798637,38.904781,39.435097,38.137817,39.059288,
10,29.809359,33.094521,30.412359,28.793442,37.216393,35.718082,39.217850,31.163740,30.768587,31.357550,30.437628,29.140835,31.483473,31.959999,36.679661,27.057659,28.662287,
11,29.903711,33.088604,30.474834,28.823875,37.183632,35.721191,39.140690,31.212395,30.791475,31.392183,30.451036,29.201929,31.516134,31.987915,36.679558,27.111979,28.794924,
12,29.998068,33.082680,30.537310,28.854307,37.150875,35.724304,39.063530,31.261049,30.814365,31.426817,30.464445,29.263021,31.548792,32.015831,36.679455,27.166300,28.927559,
13,31.944887,34.213829,32.294174,30.797611,37.527679,36.445778,38.986370,32.858349,32.416042,32.948036,32.089268,31.233372,33.050930,33.438049,37.230446,29.447376,31.166256,
14,33.891705,35.344975,34.051037,32.740913,37.904484,37.167252,38.909214,34.455643,34.017727,34.469254,33.714092,33.203720,34.553070,34.860271,37.781433,31.728455,33.404957,
15,33.986061,35.339058,34.113514,32.771347,37.871727,37.170361,38.832054,34.504303,34.040615,34.503883,33.727501,33.264812,34.585728,34.888187,37.781334,31.782776,33.537594,
16,37.785542,37.607632,37.564762,36.627522,38.658096,38.610382,38.754894,37.650242,37.220860,37.511688,36.963394,37.144119,37.557560,37.705009,38.883411,36.290607,37.882019,
17,39.732361,38.738777,39.321625,38.570824,39.034901,39.331856,38.677734,39.247540,38.822540,39.032906,38.588215,39.114471,39.059700,39.127232,39.434399,38.571682,40.120716,
18,39.826714,38.732857,39.384098,38.601254,39.002144,39.334965,38.600574,39.296196,38.845428,39.067539,38.601627,39.175564,39.092358,39.155144,39.434299,38.626007,40.253357,
19,35.289513,35.884277,35.210480,33.849518,37.945477,37.541901,38.523415,35.473362,34.921562,35.385536,34.587185,34.463966,35.451099,35.696568,38.056499,33.113087,35.121338,
20,30.752308,33.035694,31.036858,29.097782,36.888813,35.748833,38.446259,31.650526,30.997700,31.703533,30.572746,29.752367,31.809847,32.237991,36.678699,27.600164,29.989328,
21,30.846664,33.029770,31.099333,29.128218,36.856052,35.751942,38.369099,31.699181,31.020588,31.738167,30.586155,29.813457,31.842508,32.265907,36.678596,27.654486,30.121965,
22,32.793484,34.160919,32.856197,31.071518,37.232857,36.473419,38.291939,33.296478,32.622269,33.259384,32.210976,31.783808,33.344646,33.688129,37.229588,29.935562,32.360664,
23,36.592968,36.429493,36.307446,34.927692,38.019230,37.913437,38.214779,36.442421,35.802513,36.267185,35.446873,35.663116,36.316475,36.504948,38.331665,34.443394,36.705090,
24,42.245113,39.835133,41.453346,40.696732,39.215199,40.071815,38.137623,41.137009,40.561550,40.761570,40.293842,41.451679,40.757790,40.716362,39.984837,41.177975,43.155575,
